SE03,NAVAFRÍA,40.98652,-3.81401
SE04,RIAZA,41.20961,-3.41244
SE05,PUENTE DE LA CANTINA,40.81253,-4.05667
SE06,LA PRADERA DE NAVALHORNO,40.87101,-3.97986
SO01,MONTENEGRO DE CAMEROS,42.09636,-2.79023
SO02,NAVALENO,41.90726,-3.02537
SO03,DURUELO DE LA SIERRA,41.98837,-2.92183
SO04,SANTA INÉS,41.99863,-2.84332
SO05,SAN PEDRO MANRIQUE,41.99568,-2.34505
SO06,PINAR GRANDE,41.91442,-2.94477
SO07,DEZA,41.50786,-2.05258
SO08,PÓVEDA DE SORIA,42.05554,-2.5377
SO09,MONTENEGRO DE CAMEROS,42.03855,-2.78499
SV01,CONSTANTINA,37.9195,-5.58908
SV02,RÍO VIAR,37.70954,-5.92438
SV03,KUNG FU,37.64467,-6.15381
SV04,ALGÁMITAS,37.01853,-5.17473
SV05,EL RUBIO / MARINALEDA,37.2734,-4.86708
TA01,LES BORGES DEL CAMP,41.24324,0.97467
TA02,RIUDECANYES,41.12804,0.91698
TA03,L'ESPLUGA DE FRANCOLÍ,41.33148,0.99327
TA04,QUEROL,41.40889,1.41704
TA05,TORTOSA,40.80322,0.34398
TA06,MONTBLANC,41.33841,1.11348
TA07,RIUDECANYES,41.17086,0.90608
TA08,SANT JAUME DELS DOMENYS,41.33695,1.5274
TA09,RIERA DEL COMTE (C-42),40.95172,0.57762
TA10,PRATDIP,41.08555,0.84257
TA11,VILAPLANA,41.25064,1.06232
TA12,PRATDIP,41.04211,0.79861
TE01,VIRGEN DE LA VEGA,40.37986,-0.63343
TE02,NOGUERA,40.4872,-1.57601
TE03,VALACLOCHE / DIRECTA,40.11561,-1.01772
TE04,ORIHUELA DE TREMEDAL,40.5284,-1.65053
TE05,TE-V-9024,40.63776,-1.48839
TE06,PUENTE RÍO GUADALOPE,40.73759,-0.53884
TE07,OLBA,40.17496,-0.62142
TE08,ALIAGA,40.75184,-0.59646
TE09,PUENTE RÍO PITARQUE,40.54241,-0.49295
TE10,ARROYO DE LAS DUEÑAS,40.01657,-1.14287
TE10e,VILLAR DEL COBO,40.42711,-1.72705
TE11,RÍO MARTÍN,40.77586,-0.86024
TE12,VILLAR DEL COBO,40.36657,-1.73418
TE13,TERUEL,40.42217,-0.93959
TE14,PUENTE RÍO PITARQUE,40.65115,-0.61844
TE15,FORTANETE,40.46546,-0.55769
TO02,SAN ROMÁN DE LOS MONTES,40.13707,-4.7247
TO03,RETUERTA DE BULLAQUE,39.52387,-4.35797
TOO1,RÍO MAJADILLAS,39.58488,-4.5273
VA01,GANDÍA,39.00935,-0.26683
VA02,NÁQUERA,39.69123,-0.4002
VA03,VALLADA,38.86006,-0.66723
VA04,VILLALONGA,38.8624,-0.27616
VA05,CHELVA,39.78907,-0.98467
VA06,CORTES DE PALLÁS,39.229181,-0.968131
VA06e,UTIEL,39.63979,-1.1387
VA07,CASINOS / CAMINO DEL BISBE,39.85851,-0.74984
VA08,ADEMUZ,40.01657,-1.14287
VA09,OLOCAU,39.79717,-0.53572
VA10,SEGART,39.6966,-0.38703
VD01,TUDELA DE DUERO,41.56014,-4.55776
VD02,RENEDO DE ESGUEVA,41.64375,-4.59871
VD03,GRANJA MUEDRA,41.74493,-4.59491
ZA01,MURERO,41.09919,-1.55244
ZA02,PURUJOSA,41.71611,-1.81017
ZA03,CARIÑENA,41.33007,-1.34434
ZA04,MORÉS,41.47427,-1.63681
ZA05,MONASTERIO DE VERUELA,41.79264,-1.82069
ZA06,SOS DEL REY CATÓLICO,42.46299,-1.21654
ZA07,MORATA DE JILOCA,41.11292,-1.60193
ZA08,TOSOS,41.32222,-1.08482
ZA09,DAROCA,41.0677,-1.47747
ZA10,HERRERA DE LOS NAVARROS,41.16823,-1.1061
ZM01,PUENTE RÍO TORMES,41.31418,-6.3945
ZM02,HERMISENDE,42.02674,-6.97327
ZM02e,EL PUENTE,42.11005,-6.59092
ZM03,SAN MARTÍN,42.16955,-6.7345
ZM04,VILLARINO DE MANZANAS,41.92434,-6.48674
ZM05,DONEY DE LA REQUEJADA,42.20614,-6.55174
ZM06,LUBIÁN,42.06608,-6.84275
ZM07,LUBIÁN,42.08434,-6.89279
