VD02,Renedo de Esgueva,858,147,3.33,4.41,10,30
VD03,Granja Muedra,854,134,3,4.47,10,19
VD03,S. Martín de Valvení,854,119,2.65,4.49,10,20
ZM01,Puente Río Tormes,683,281,5.7,4.93,8,49
ZM02,Hermisende,1335,542,14.92,3.63,21,187
ZM03,San Martín,1727,721,15.5,4.65,16,106
ZM04,Villarino de Manzanas,1061,413,8.2,5.1,14,87
ZM05,Doney de la Requejada,1840,791,10.7,7.39,13,200
ZM06,Requejo,1725,780,19,4.1,14,129
ZM06,Lubián,1725,759,20.5,3.7,,
ZM07,Lubián,1679,688,9.97,6.9,17,183
BA01,Berga,1892,1221,16.5,7.4,18,274
BA02,Sant Celoni,1300,1145,23.8,4.81,9,179
BA03,Sant Pere de Torelló,1132,560,13.4,4.2,14,125
BA04,Sant Celoni,1652,1497,25.6,5.85,15,299
BA05,La Pobla de Lillet,1278,459,7.2,6.4,11,89
